"tick","Adopted"
0.0,10.0
1.0,39.0
2.0,87.0
3.0,157.0
4.0,219.0
5.0,316.0
6.0,367.0
7.0,389.0
8.0,398.0
9.0,400.0
10.0,400.0
11.0,400.0
12.0,400.0
