"tick","Adopted"
0.0,40.0
1.0,306.0
2.0,541.0
3.0,772.0
4.0,987.0
5.0,1168.0
6.0,1283.0
7.0,1380.0
8.0,1476.0
9.0,1534.0
10.0,1568.0
11.0,1594.0
12.0,1600.0
13.0,1600.0
14.0,1600.0
15.0,1600.0
