"tick","Adopted"
0.0,10.0
1.0,87.0
2.0,199.0
3.0,308.0
4.0,365.0
5.0,381.0
6.0,387.0
7.0,393.0
8.0,400.0
9.0,400.0
10.0,400.0
11.0,400.0
