"tick","Adopted"
0.0,10.0
1.0,68.0
2.0,134.0
3.0,188.0
4.0,251.0
5.0,299.0
6.0,338.0
7.0,358.0
8.0,375.0
9.0,382.0
10.0,394.0
11.0,400.0
12.0,400.0
13.0,400.0
14.0,400.0
