"tick","Adopted"
0.0,40.0
1.0,323.0
2.0,682.0
3.0,1022.0
4.0,1329.0
5.0,1518.0
6.0,1585.0
7.0,1598.0
8.0,1600.0
9.0,1600.0
10.0,1600.0
11.0,1600.0
