"tick","Adopted"
0.0,40.0
1.0,299.0
2.0,571.0
3.0,811.0
4.0,1004.0
5.0,1143.0
6.0,1267.0
7.0,1366.0
8.0,1443.0
9.0,1494.0
10.0,1540.0
11.0,1562.0
12.0,1580.0
13.0,1586.0
14.0,1596.0
15.0,1600.0
16.0,1600.0
17.0,1600.0
18.0,1600.0
