"tick","Adopted"
0.0,10.0
1.0,49.0
2.0,87.0
3.0,130.0
4.0,173.0
5.0,211.0
6.0,239.0
7.0,261.0
8.0,276.0
9.0,285.0
10.0,294.0
11.0,305.0
12.0,312.0
13.0,317.0
14.0,329.0
15.0,338.0
16.0,350.0
17.0,359.0
18.0,367.0
19.0,374.0
20.0,388.0
21.0,398.0
22.0,400.0
