"tick","Adopted"
0.0,40.0
1.0,304.0
2.0,658.0
3.0,1087.0
4.0,1378.0
5.0,1537.0
6.0,1596.0
7.0,1600.0
8.0,1600.0
9.0,1600.0
10.0,1600.0
