"tick","Adopted"
0.0,10.0
1.0,50.0
2.0,92.0
3.0,136.0
4.0,167.0
5.0,202.0
6.0,239.0
7.0,270.0
8.0,294.0
9.0,308.0
10.0,327.0
11.0,346.0
12.0,357.0
13.0,366.0
14.0,379.0
15.0,393.0
16.0,400.0
17.0,400.0
18.0,400.0
19.0,400.0
