"tick","Adopted"
0.0,90.0
1.0,555.0
2.0,988.0
3.0,1357.0
4.0,1669.0
5.0,1937.0
6.0,2156.0
7.0,2329.0
8.0,2469.0
9.0,2609.0
10.0,2730.0
11.0,2816.0
12.0,2895.0
13.0,2976.0
14.0,3056.0
15.0,3129.0
16.0,3187.0
17.0,3240.0
18.0,3289.0
19.0,3328.0
20.0,3357.0
21.0,3397.0
22.0,3426.0
23.0,3446.0
24.0,3466.0
25.0,3481.0
26.0,3495.0
27.0,3507.0
28.0,3522.0
29.0,3541.0
30.0,3562.0
31.0,3577.0
32.0,3592.0
33.0,3599.0
34.0,3600.0
35.0,3600.0
36.0,3600.0
37.0,3600.0
