"tick","Adopted"
0.0,40.0
1.0,284.0
2.0,632.0
3.0,1077.0
4.0,1412.0
5.0,1552.0
6.0,1588.0
7.0,1598.0
8.0,1600.0
9.0,1600.0
10.0,1600.0
11.0,1600.0
