"tick","Adopted"
0.0,10.0
1.0,76.0
2.0,168.0
3.0,267.0
4.0,335.0
5.0,369.0
6.0,382.0
7.0,389.0
8.0,396.0
9.0,400.0
10.0,400.0
11.0,400.0
12.0,400.0
