"tick","Adopted"
0.0,19.0
1.0,30.0
2.0,90.0
3.0,181.0
4.0,275.0
5.0,384.0
6.0,529.0
7.0,681.0
8.0,866.0
9.0,1052.0
10.0,1294.0
11.0,1461.0
12.0,1567.0
13.0,1600.0
