"tick","Adopted"
0.0,19.0
1.0,35.0
2.0,108.0
3.0,216.0
4.0,362.0
5.0,494.0
6.0,672.0
7.0,862.0
8.0,1055.0
9.0,1260.0
10.0,1420.0
11.0,1549.0
12.0,1597.0
13.0,1600.0
