"tick","Adopted"
0.0,40.0
1.0,251.0
2.0,530.0
3.0,839.0
4.0,1102.0
5.0,1308.0
6.0,1434.0
7.0,1504.0
8.0,1540.0
9.0,1576.0
10.0,1593.0
11.0,1599.0
12.0,1600.0
13.0,1600.0
14.0,1600.0
15.0,1600.0
