"tick","Adopted"
0.0,10.0
1.0,66.0
2.0,137.0
3.0,176.0
4.0,218.0
5.0,260.0
6.0,300.0
7.0,337.0
8.0,371.0
9.0,391.0
10.0,400.0
11.0,400.0
12.0,400.0
13.0,400.0
