"tick","Adopted"
0.0,40.0
1.0,269.0
2.0,580.0
3.0,941.0
4.0,1239.0
5.0,1429.0
6.0,1520.0
7.0,1575.0
8.0,1596.0
9.0,1600.0
10.0,1600.0
11.0,1600.0
12.0,1600.0
