"tick","Adopted"
0.0,10.0
1.0,64.0
2.0,129.0
3.0,195.0
4.0,282.0
5.0,340.0
6.0,378.0
7.0,399.0
8.0,400.0
9.0,400.0
10.0,400.0
11.0,400.0
