"tick","Adopted"
0.0,10.0
1.0,55.0
2.0,102.0
3.0,160.0
4.0,206.0
5.0,250.0
6.0,280.0
7.0,300.0
8.0,317.0
9.0,342.0
10.0,361.0
11.0,370.0
12.0,379.0
13.0,387.0
14.0,393.0
15.0,400.0
16.0,400.0
17.0,400.0
18.0,400.0
