"tick","Adopted"
0.0,79.0
1.0,213.0
2.0,636.0
3.0,1144.0
4.0,1464.0
5.0,1571.0
6.0,1599.0
7.0,1600.0
8.0,1600.0
9.0,1600.0
10.0,1600.0
