"tick","Adopted"
0.0,40.0
1.0,350.0
2.0,834.0
3.0,1318.0
4.0,1526.0
5.0,1587.0
6.0,1599.0
7.0,1600.0
8.0,1600.0
9.0,1600.0
10.0,1600.0
