"tick","Adopted"
0.0,10.0
1.0,66.0
2.0,126.0
3.0,159.0
4.0,192.0
5.0,220.0
6.0,243.0
7.0,262.0
8.0,279.0
9.0,297.0
10.0,314.0
11.0,325.0
12.0,334.0
13.0,344.0
14.0,355.0
15.0,361.0
16.0,369.0
17.0,376.0
18.0,385.0
19.0,390.0
20.0,399.0
21.0,400.0
22.0,400.0
23.0,400.0
24.0,400.0
