"run","AverageDistanceNetworkTopoDS","ClusteringCoefficientNetworkTopoDS","DiameterNetworkTopoDS","AverageEarlyAdopterDegreeNetworkTopoDS"
1,0.08303253546538823,0.4393333333333333,25.0,3.888888888888889
1,0.08303253546538823,0.4393333333333333,25.0,3.888888888888889
