"run","AverageDistanceNetworkTopoDS","ClusteringCoefficientNetworkTopoDS","DiameterNetworkTopoDS","AverageEarlyAdopterDegreeNetworkTopoDS"
1,0.0867751757219849,0.44049206349206366,25.0,3.7777777777777777
1,0.0867751757219849,0.44049206349206366,25.0,3.7777777777777777
