"run","AverageDistanceNetworkTopoDS","ClusteringCoefficientNetworkTopoDS","DiameterNetworkTopoDS","AverageEarlyAdopterDegreeNetworkTopoDS"
1,0.08469339054336233,0.4442222222222222,26.0,3.7777777777777777
1,0.08469339054336233,0.4442222222222222,26.0,3.7777777777777777
