"run","AverageDistanceNetworkTopoDS","ClusteringCoefficientNetworkTopoDS","DiameterNetworkTopoDS","AverageEarlyAdopterDegreeNetworkTopoDS"
1,0.16383406180167484,0.18507407407407395,11.0,4.333333333333333
1,0.16383406180167484,0.18507407407407395,11.0,4.333333333333333
