"run","AverageDistanceNetworkTopoDS","ClusteringCoefficientNetworkTopoDS","DiameterNetworkTopoDS","AverageEarlyAdopterDegreeNetworkTopoDS"
1,0.0887237243024794,0.4298148148148142,22.0,4.111111111111111
1,0.0887237243024794,0.4298148148148142,22.0,4.111111111111111
