"run","AverageDistanceNetworkTopoDS","ClusteringCoefficientNetworkTopoDS","DiameterNetworkTopoDS","AverageEarlyAdopterDegreeNetworkTopoDS"
1,0.0817689895168275,0.44333333333333347,31.0,4.111111111111111
1,0.0817689895168275,0.44333333333333347,31.0,4.111111111111111
